"","Date","Id","Site","School","Opp","H1","Opp.H1","H2","Opp.H2","Final","Opp.Final","Conference","Opp.Conf","WWt","WWt.game"
"3601",2018-12-10,5,"away","Champion Chris.","Ark.-Pine Bluff",28,40,23,44,51,84,NA,"SWAC",0.000133852318994068,0.706874132821321
"3602",2018-12-10,5,"home","Ark.-Pine Bluff","Champion Chris.",40,28,44,23,84,51,"SWAC",NA,0.999804835965445,0.706874132821321
"3603",2018-12-10,6,"away","Cal St. Fullerton","Saint Mary's (CA)",33,54,33,27,66,81,"Big West","WCC",0.00694332005285914,0.699584188975514
"3604",2018-12-10,6,"home","Saint Mary's (CA)","Cal St. Fullerton",54,33,27,33,81,66,"WCC","Big West",0.996299453781717,0.699584188975514
"3605",2018-12-10,7,"away","Long Beach St.","Pacific",38,30,30,44,68,74,"Big West","WCC",0.322096397819978,0.273442954129232
"3606",2018-12-10,7,"home","Pacific","Long Beach St.",30,38,44,30,74,68,"WCC","Big West",0.707656826264617,0.273442954129232
"3607",2018-12-11,1,"away","Millsaps","Southern Miss.",23,44,24,37,47,81,NA,"C-USA",9.71879070705398e-06,0.707097104742776
"3608",2018-12-11,1,"home","Southern Miss.","Millsaps",44,23,37,24,81,47,"C-USA",NA,0.999996034216141,0.707097104742776
"3609",2018-12-11,2,"away","Ga. Southern","UCF",31,42,57,53,88,95,"Sun Belt","AAC",0.0958995819135784,0.604635509638974
"3610",2018-12-11,2,"home","UCF","Ga. Southern",42,31,53,57,95,88,"AAC","Sun Belt",0.949763217280783,0.604635509638974
"3611",2018-12-11,3,"away","Charleston So.","Furman",34,37,35,40,69,77,"Big South","SoCon",0.146927669318757,0.543893619320489
"3612",2018-12-11,3,"home","Furman","Charleston So.",37,34,40,35,77,69,"SoCon","Big South",0.913715117496153,0.543893619320489
"3613",2018-12-11,4,"away","UMass Lowell","St. Francis Brooklyn",27,36,42,39,69,75,"AE","NEC",0.106585976947764,0.587547892121071
"3614",2018-12-11,4,"home","St. Francis Brooklyn","UMass Lowell",36,27,39,42,75,69,"NEC","AE",0.936391947682091,0.587547892121071
"3615",2018-12-11,5,"away","South Carolina St.","Liberty",19,35,36,44,55,79,"MEAC","ASUN",0.000570574951956616,0.706479324526528
"3616",2018-12-11,5,"home","Liberty","South Carolina St.",35,19,44,36,79,55,"ASUN","MEAC",0.999683185007901,0.706479324526528
"3617",2018-12-11,6,"away","Albany (NY)","Yale",22,32,41,39,63,71,"AE","Ivy",0.0559595946943584,0.64093703645829
"3618",2018-12-11,6,"home","Yale","Albany (NY)",32,22,39,41,71,63,"Ivy","AE",0.962199527433702,0.64093703645829
"3619",2018-12-11,7,"away","Loyola Maryland","Maryland",28,46,43,48,71,94,"Patriot","Big Ten",0.001811577653478,0.705260106072895
"3620",2018-12-11,7,"home","Maryland","Loyola Maryland",46,28,48,43,94,71,"Big Ten","Patriot",0.999199472213097,0.705260106072895
"3621",2018-12-11,8,"away","Villanova","Penn",28,32,47,46,75,78,"Big East","Ivy",0.243061748844132,0.43925429869925
"3622",2018-12-11,8,"home","Penn","Villanova",32,28,46,47,78,75,"Ivy","Big East",0.856268261312644,0.43925429869925
"3623",2018-12-11,9,"away","Towson","UMBC",32,30,26,28,80,76,"CAA","AE",0.842068208265602,0.438738187278186
"3624",2018-12-11,9,"home","UMBC","Towson",30,32,28,26,76,80,"AE","CAA",0.225262783973286,0.438738187278186
"3625",2018-12-11,10,"away","Miles","Little Rock",27,33,20,34,47,67,NA,"Sun Belt",0.00669379550508724,0.698013894357268
"3626",2018-12-11,10,"home","Little Rock","Miles",33,27,34,20,67,47,"Sun Belt",NA,0.993834370333437,0.698013894357268
"3627",2018-12-11,11,"away","Mississippi Val.","Louisiana Tech",34,39,46,57,80,96,"SWAC","C-USA",0.0440084955424682,0.657812602050442
"3628",2018-12-11,11,"home","Louisiana Tech","Mississippi Val.",39,34,57,46,96,80,"C-USA","SWAC",0.974119359738589,0.657812602050442
"3629",2018-12-11,12,"away","Prairie View","Louisiana",40,65,50,57,90,122,"SWAC","Sun Belt",0.000243951303613166,0.706843495528913
"3630",2018-12-11,12,"home","Louisiana","Prairie View",65,40,57,50,122,90,"Sun Belt","SWAC",0.999871602476983,0.706843495528913
"3631",2018-12-11,13,"away","Wis.-Stout","Green Bay",26,58,20,54,46,112,NA,"Horizon",6.5220962289659e-13,0.707106781149156
"3632",2018-12-11,13,"home","Green Bay","Wis.-Stout",58,26,54,20,112,46,"Horizon",NA,0.999999999947772,0.707106781149156
"3633",2018-12-11,14,"away","Grambling","La.-Monroe",20,28,47,44,67,72,"SWAC","Sun Belt",0.11906750134807,0.576272764905795
"3634",2018-12-11,14,"home","La.-Monroe","Grambling",28,20,44,47,72,67,"Sun Belt","SWAC",0.932412686033801,0.576272764905795
"3635",2018-12-11,15,"away","NJIT","Fordham",27,29,26,21,53,50,"ASUN","A10",0.77696008611607,0.312299605615093
"3636",2018-12-11,15,"home","Fordham","NJIT",29,27,21,26,50,53,"A10","ASUN",0.355694233081549,0.312299605615093
"3637",2018-12-11,16,"away","Savannah St.","South Dakota St.",33,90,39,49,72,139,"MEAC","Summit",8.25591651542923e-13,0.707106781185674
"3638",2018-12-11,16,"home","South Dakota St.","Savannah St.",90,33,49,39,139,72,"Summit","MEAC",0.99999999999959,0.707106781185674
"3639",2018-12-11,17,"away","Colorado","New Mexico",34,43,44,32,78,75,"Pac-12","MWC",0.648445409647231,0.152807681386857
"3640",2018-12-11,17,"home","New Mexico","Colorado",43,34,32,44,75,78,"MWC","Pac-12",0.4637488228399,0.152807681386857
"3641",2018-12-11,18,"away","JWU (Denver)","Northern Colo.",19,55,33,63,52,118,NA,"Big Sky",3.78901784596194e-13,0.707106781185377
"3642",2018-12-11,18,"home","Northern Colo.","JWU (Denver)",55,19,63,33,118,52,"Big Sky",NA,0.999999999998724,0.707106781185377
"3643",2018-12-11,19,"away","North Florida","Minnesota",34,35,37,45,71,80,"ASUN","Big Ten",0.169500859346332,0.52805037664301
"3644",2018-12-11,19,"home","Minnesota","North Florida",35,34,45,37,80,71,"Big Ten","ASUN",0.911834333561459,0.52805037664301
"3645",2018-12-11,20,"away","Denver","Wyoming",48,39,24,33,90,87,"Summit","MWC",0.830537750508133,0.405512944349574
"3646",2018-12-11,20,"home","Wyoming","Denver",39,48,33,24,87,90,"MWC","Summit",0.265083964948998,0.405512944349574
"3647",2018-12-11,21,"away","Holy Names","Sacramento St.",37,35,19,46,56,81,NA,"Big Sky",0.0102124227650232,0.687929050409837
"3648",2018-12-11,21,"home","Sacramento St.","Holy Names",35,37,46,19,81,56,"Big Sky",NA,0.983067808474205,0.687929050409837
"3649",2018-12-12,1,"away","Carver","Troy",17,56,26,32,43,88,NA,"Sun Belt",4.79070738014251e-10,0.707106780710977
"3650",2018-12-12,1,"home","Troy","Carver",56,17,32,26,88,43,"Sun Belt",NA,0.999999999806512,0.707106780710977
"3651",2018-12-12,2,"away","Hartford","Bryant",48,28,43,46,91,74,"AE","NEC",0.997178104601301,0.701986839060612
"3652",2018-12-12,2,"home","Bryant","Hartford",28,48,46,43,74,91,"NEC","AE",0.00442008261092006,0.701986839060612
"3653",2018-12-12,3,"away","LIU Brooklyn","Stony Brook",43,41,36,42,79,83,"NEC","AE",0.304279485973456,0.336446263563541
"3654",2018-12-12,3,"home","Stony Brook","LIU Brooklyn",41,43,42,36,83,79,"AE","NEC",0.773659585352044,0.336446263563541
"3655",2018-12-12,4,"away","Massachusetts","Temple",37,27,26,38,63,65,"A10","AAC",0.478905332832533,0.0615521520234413
"3656",2018-12-12,4,"home","Temple","Massachusetts",27,37,38,26,65,63,"AAC","A10",0.557824583317224,0.0615521520234413
"3657",2018-12-12,5,"away","Ind.-Northwest","IUPUI",38,54,41,62,79,116,NA,"Horizon",0.000184779029296392,0.706855480348648
"3658",2018-12-12,5,"home","IUPUI","Ind.-Northwest",54,38,62,41,116,79,"Horizon",NA,0.999829385875745,0.706855480348648
"3659",2018-12-12,6,"away","Columbia","Boston College",32,38,41,44,73,82,"Ivy","ACC",0.106405916308849,0.593250513352749
"3660",2018-12-12,6,"home","Boston College","Columbia",38,32,44,41,82,73,"ACC","Ivy",0.943880466878892,0.593250513352749
"3661",2018-12-12,7,"away","Army West Point","Fairleigh Dickinson",42,50,42,43,84,93,"Patriot","NEC",0.10120953939776,0.597378223931603
"3662",2018-12-12,7,"home","Fairleigh Dickinson","Army West Point",50,42,43,42,93,84,"NEC","Patriot",0.944777372356475,0.597378223931603
"3663",2018-12-12,8,"away","Coppin St.","UNC Greensboro",23,34,31,43,54,77,"MEAC","SoCon",0.00299606390625853,0.704255466495839
"3664",2018-12-12,8,"home","UNC Greensboro","Coppin St.",34,23,43,31,77,54,"SoCon","MEAC",0.998961771678553,0.704255466495839
"3665",2018-12-12,9,"away","Chattanooga","Georgia St.",38,47,50,48,88,95,"SoCon","Sun Belt",0.125085190855904,0.575427521482431
"3666",2018-12-12,9,"home","Georgia St.","Chattanooga",47,38,48,50,95,88,"Sun Belt","SoCon",0.936526881605085,0.575427521482431
"3667",2018-12-12,10,"away","Norfolk St.","Rider",40,46,31,35,71,81,"MEAC","MAAC",0.0853029148650638,0.608065685552811
"3668",2018-12-12,10,"home","Rider","Norfolk St.",46,40,35,31,81,71,"MAAC","MEAC",0.944713621926963,0.608065685552811
"3669",2018-12-12,11,"away","Lipscomb","Louisville",33,34,35,38,68,72,"ASUN","ACC",0.265759680208872,0.407547731650332
"3670",2018-12-12,11,"home","Louisville","Lipscomb",34,33,38,35,72,68,"ACC","ASUN",0.833506560891208,0.407547731650332
"3671",2018-12-12,12,"away","Ole Miss","Southeastern La.",33,17,36,30,69,47,"SEC","Southland",0.999688244825239,0.706486945687558
"3672",2018-12-12,12,"home","Southeastern La.","Ole Miss",17,33,30,36,47,69,"Southland","SEC",0.00056485665263082,0.706486945687558
"3673",2018-12-12,13,"away","Northwestern St.","Texas Tech",10,53,34,26,44,79,"Southland","Big 12",3.66455180524218e-10,0.707106776084817
"3674",2018-12-12,13,"home","Texas Tech","Northwestern St.",53,10,26,34,79,44,"Big 12","Southland",0.999999993151518,0.707106776084817
"3675",2018-12-12,14,"away","VMI","Presbyterian",33,54,37,49,70,103,"SoCon","Big South",0.000155149899937588,0.706963668904486
"3676",2018-12-12,14,"home","Presbyterian","VMI",54,33,49,37,103,70,"Big South","SoCon",0.999952752747035,0.706963668904486
"3677",2018-12-12,15,"away","Murray St.","Southern Ill.",49,18,31,34,80,52,"OVC","MVC",0.999992049251578,0.707097416591944
"3678",2018-12-12,15,"home","Southern Ill.","Murray St.",18,49,34,31,52,80,"MVC","OVC",5.29279180506926e-06,0.707097416591944
"3679",2018-12-12,16,"away","Bellevue","South Dakota",26,42,26,36,52,78,NA,"Summit",0.000405283525724715,0.70664608998567
"3680",2018-12-12,16,"home","South Dakota","Bellevue",42,26,36,26,78,52,"Summit",NA,0.999753755126487,0.70664608998567
"3681",2018-12-12,17,"away","Jacksonville St.","Wichita St.",33,37,32,32,65,69,"OVC","AAC",0.20209178949134,0.47021671924943
"3682",2018-12-12,17,"home","Wichita St.","Jacksonville St.",37,33,32,32,69,65,"AAC","OVC",0.863805526584225,0.47021671924943
"3683",2018-12-12,18,"away","Chicago St.","DePaul",30,49,40,55,70,104,"WAC","Big East",0.000111014376333448,0.706990323097373
"3684",2018-12-12,18,"home","DePaul","Chicago St.",49,30,55,40,104,70,"Big East","WAC",0.99994631612351,0.706990323097373
"3685",2018-12-12,19,"away","Portland St.","BYU",32,45,34,40,66,85,"Big Sky","WCC",0.0097013211962028,0.697788488160901
"3686",2018-12-12,19,"home","BYU","Portland St.",45,32,40,34,85,66,"WCC","Big Sky",0.996503756051378,0.697788488160901
"3687",2018-12-12,20,"away","LSU","Houston",45,35,31,47,76,82,"SEC","AAC",0.344546107620765,0.232659547719333
"3688",2018-12-12,20,"home","Houston","LSU",35,45,47,31,82,76,"AAC","SEC",0.673102722361925,0.232659547719333
"3689",2018-12-12,21,"away","Alabama St.","Boise St.",30,25,27,42,57,67,"SWAC","MWC",0.174360775270245,0.483922279390651
"3690",2018-12-12,21,"home","Boise St.","Alabama St.",25,30,42,27,67,57,"MWC","SWAC",0.857966294234593,0.483922279390651
"3691",2018-12-12,22,"away","Cal St. Dom. Hills","San Diego St.",16,48,30,51,46,99,NA,"MWC",1.31172291413147e-10,0.707106781060523
"3692",2018-12-12,22,"home","San Diego St.","Cal St. Dom. Hills",48,16,51,30,99,46,"MWC",NA,0.999999999952947,0.707106781060523
"3693",2018-12-12,23,"away","San Diego","Oregon",32,31,23,34,55,65,"WCC","Pac-12",0.131144589950695,0.552682301436059
"3694",2018-12-12,23,"home","Oregon","San Diego",31,32,34,23,65,55,"Pac-12","WCC",0.9115864584726,0.552682301436059
"3695",2018-12-13,1,"away","Huntingdon","North Ala.",29,31,29,59,58,90,NA,"ASUN",0.000930869805235791,0.704040833443472
"3696",2018-12-13,1,"home","North Ala.","Huntingdon",31,29,59,29,90,58,"ASUN",NA,0.996591883182176,0.704040833443472
"3697",2018-12-13,2,"away","St. Edward's","Rice",30,31,43,47,73,78,NA,"C-USA",0.265594059638628,0.428968908135482
"3698",2018-12-13,2,"home","Rice","St. Edward's",31,30,47,43,78,73,"C-USA",NA,0.859260600776439,0.428968908135482
"3699",2018-12-13,3,"away","Kennesaw St.","Gardner-Webb",34,28,36,42,77,81,"ASUN","Big South",0.327649709656051,0.298730867470108
"3700",2018-12-13,3,"home","Gardner-Webb","Kennesaw St.",28,34,42,36,81,77,"Big South","ASUN",0.7439989930262,0.298730867470108
"3701",2018-12-13,4,"away","Northwestern Ohio","Wright St.",27,33,25,58,52,91,NA,"Horizon",5.17646135595765e-05,0.70682226885451
"3702",2018-12-13,4,"home","Wright St.","Northwestern Ohio",33,27,58,25,91,52,"Horizon",NA,0.999649358733324,0.70682226885451
"3703",2018-12-13,5,"away","Averett","Longwood",34,34,23,47,57,81,NA,"Big South",0.00842443621014666,0.6907792392065
"3704",2018-12-13,5,"home","Longwood","Averett",34,34,47,23,81,57,"Big South",NA,0.985313736054729,0.6907792392065
"3705",2018-12-13,6,"away","UMES","Duquesne",26,41,31,31,57,72,"MEAC","A10",0.0113951100319719,0.695997811638277
"3706",2018-12-13,6,"home","Duquesne","UMES",41,26,31,31,72,57,"A10","MEAC",0.995659374272899,0.695997811638277
"3707",2018-12-13,7,"away","Milwaukee","UMKC",29,33,40,33,69,66,"Horizon","WAC",0.7279206041091,0.251117624317566
"3708",2018-12-13,7,"home","UMKC","Milwaukee",33,29,33,40,66,69,"WAC","Horizon",0.394585297678923,0.251117624317566
"3709",2018-12-13,8,"away","Central Penn","Campbell",25,50,28,50,53,100,NA,"Big South",1.36311042180235e-07,0.707106624412526
"3710",2018-12-13,8,"home","Campbell","Central Penn",50,25,50,28,100,53,"Big South",NA,0.999999914599093,0.707106624412526
"3711",2018-12-13,9,"away","Boston U.","Dartmouth",27,32,41,46,68,78,"Patriot","Ivy",0.0916485338066287,0.607840585485831
"3712",2018-12-13,9,"home","Dartmouth","Boston U.",32,27,46,41,78,68,"Ivy","Patriot",0.950243553448,0.607840585485831
"3713",2018-12-13,10,"away","North Florida","FIU",49,50,40,52,89,102,"ASUN","C-USA",0.117113216956626,0.578085717536481
"3714",2018-12-13,10,"home","FIU","North Florida",50,49,52,40,102,89,"C-USA","ASUN",0.933106001101768,0.578085717536481
"3715",2018-12-13,11,"away","N.C. Central","McNeese",30,24,31,53,61,77,"MEAC","Southland",0.0802251934158044,0.581180902080348
"3716",2018-12-13,11,"home","McNeese","N.C. Central",24,30,53,31,77,61,"Southland","MEAC",0.901945708647484,0.581180902080348
"3717",2018-12-13,12,"away","Morehead St.","Samford",35,24,30,41,72,77,"OVC","SoCon",0.352551152338467,0.274067523557947
"3718",2018-12-13,12,"home","Samford","Morehead St.",24,35,41,30,77,72,"SoCon","OVC",0.731023472384241,0.274067523557947
"3719",2018-12-13,13,"away","Savannah St.","Wisconsin",32,69,28,32,60,101,"MEAC","Big Ten",3.39285080212357e-07,0.707106468444421
"3720",2018-12-13,13,"home","Wisconsin","Savannah St.",69,32,32,28,101,60,"Big Ten","MEAC",0.999999897000895,0.707106468444421
"3721",2018-12-13,14,"away","New Orleans","Tulsa",21,41,39,29,60,70,"Southland","AAC",0.0071462141030718,0.695830580628228
"3722",2018-12-13,14,"home","Tulsa","New Orleans",41,21,29,39,70,60,"AAC","Southland",0.991197865085428,0.695830580628228
"3723",2018-12-13,15,"away","Mississippi Val.","Santa Clara",18,42,36,40,54,82,"SWAC","WCC",2.83718930690209e-05,0.70707010348922
"3724",2018-12-13,15,"home","Santa Clara","Mississippi Val.",42,18,40,36,82,54,"WCC","SWAC",0.999976501784195,0.70707010348922
"3725",2018-12-13,16,"away","Lamar University","CSU Bakersfield",29,30,36,56,65,86,"Southland","WAC",0.0239376651898312,0.677492617049928
"3726",2018-12-13,16,"home","CSU Bakersfield","Lamar University",30,29,56,36,86,65,"WAC","Southland",0.982038276003318,0.677492617049928
"3727",2018-12-13,17,"away","Eastern Wash.","San Francisco",29,35,34,50,63,85,"Big Sky","WCC",0.00791664078782933,0.696416058280056
"3728",2018-12-13,17,"home","San Francisco","Eastern Wash.",35,29,50,34,85,63,"WCC","Big Sky",0.992797416609296,0.696416058280056
"3729",2018-12-13,18,"away","Westcliff","Sacramento St.",20,47,20,42,40,89,NA,"Big Sky",2.43955069925467e-09,0.707106777936158
"3730",2018-12-13,18,"home","Sacramento St.","Westcliff",47,20,42,20,89,40,"Big Sky",NA,0.999999997842805,0.707106777936158
"3731",2018-12-14,1,"away","UIC","DePaul",28,52,42,38,70,90,"Horizon","Big East",0.00091893787956269,0.705775772601083
"3732",2018-12-14,1,"home","DePaul","UIC",52,28,38,42,90,70,"Big East","Horizon",0.999036606496349,0.705775772601083
"3733",2018-12-14,2,"away","Brewton-Parker","Ga. Southern",35,48,29,53,64,101,NA,"Sun Belt",0.000123589436366277,0.706910629879861
"3734",2018-12-14,2,"home","Ga. Southern","Brewton-Parker",48,35,53,29,101,64,"Sun Belt",NA,0.999846189141379,0.706910629879861
"3735",2018-12-14,3,"away","Howard","George Washington",22,32,42,38,64,70,"MEAC","A10",0.0752081150812521,0.616257750088542
"3736",2018-12-14,3,"home","George Washington","Howard",32,22,38,42,70,64,"A10","MEAC",0.946458810027722,0.616257750088542
"3737",2018-12-14,4,"away","Mayville St.","North Dakota",36,47,30,36,66,83,NA,"Summit",0.0191434236755696,0.688359634942859
"3738",2018-12-14,4,"home","North Dakota","Mayville St.",47,36,36,30,83,66,"Summit",NA,0.992560595281651,0.688359634942859
"3739",2018-12-14,5,"away","Arlington Baptist","Houston Baptist",35,47,35,60,70,107,NA,"Southland",0.000183401699773819,0.706761590677731
"3740",2018-12-14,5,"home","Houston Baptist","Arlington Baptist",47,35,60,35,107,70,"Southland",NA,0.999695221230808,0.706761590677731
"3741",2018-12-14,6,"away","Fla. Atlantic","Arkansas St.",35,38,23,20,71,75,"C-USA","Sun Belt",0.221522211303834,0.443897796374229
"3742",2018-12-14,6,"home","Arkansas St.","Fla. Atlantic",38,35,20,23,75,71,"Sun Belt","C-USA",0.845681030472877,0.443897796374229
"3743",2018-12-14,7,"away","Green Bay","Creighton",34,44,31,42,65,86,"Horizon","Big East",0.00843747513164357,0.697986941498382
"3744",2018-12-14,7,"home","Creighton","Green Bay",44,34,42,31,86,65,"Big East","Horizon",0.995532092449431,0.697986941498382
"3745",2018-12-15,1,"away","Trinity Baptist","Presbyterian",19,48,25,39,44,87,NA,"Big South",3.73299660020054e-08,0.707106750645524
"3746",2018-12-15,1,"home","Presbyterian","Trinity Baptist",48,19,39,25,87,44,"Big South",NA,0.999999994138436,0.707106750645524
"3747",2018-12-15,2,"away","Iona","Princeton",31,30,50,55,81,85,"MAAC","Ivy",0.306767325752456,0.355413446793657
"3748",2018-12-15,2,"home","Princeton","Iona",30,31,55,50,85,81,"Ivy","MAAC",0.798294907373374,0.355413446793657
"3749",2018-12-15,3,"away","SMU","Georgetown",39,34,42,39,81,73,"AAC","Big East",0.926106328289998,0.565067224581183
"3750",2018-12-15,3,"home","Georgetown","SMU",34,39,39,42,73,81,"Big East","AAC",0.128874192103139,0.565067224581183
"3751",2018-12-15,4,"away","Villanova","Kansas",31,33,40,41,71,74,"Big East","Big 12",0.283773692485427,0.394547471513352
"3752",2018-12-15,4,"home","Kansas","Villanova",33,31,41,40,74,71,"Big 12","Big East",0.830021046626109,0.394547471513352
"3753",2018-12-15,5,"away","Bucknell","Ohio St.",40,39,31,34,71,73,"Patriot","Big Ten",0.356137921084275,0.296909494296983
"3754",2018-12-15,5,"home","Ohio St.","Bucknell",39,40,34,31,73,71,"Big Ten","Patriot",0.759728608462248,0.296909494296983
"3755",2018-12-15,6,"away","Old Dominion","Syracuse",23,33,45,29,68,62,"C-USA","ACC",0.652012495470656,0.21559839689608
"3756",2018-12-15,6,"home","Syracuse","Old Dominion",33,23,29,45,62,68,"ACC","C-USA",0.347111576746494,0.21559839689608
"3757",2018-12-15,7,"away","Tennessee","Memphis",50,35,52,57,102,92,"SEC","AAC",0.972031433737793,0.657913595193816
"3758",2018-12-15,7,"home","Memphis","Tennessee",35,50,57,52,92,102,"AAC","SEC",0.0417024718544768,0.657913595193816
"3759",2018-12-15,8,"away","Appalachian St.","South Fla.",29,38,40,38,69,76,"Sun Belt","AAC",0.106835283147123,0.59728029559067
"3760",2018-12-15,8,"home","South Fla.","Appalachian St.",38,29,38,40,76,69,"AAC","Sun Belt",0.949627909412745,0.59728029559067
"3761",2018-12-15,9,"away","Western Ill.","IUPUI",40,39,28,43,68,82,"Summit","Horizon",0.0833175667222963,0.60395463804964
"3762",2018-12-15,9,"home","IUPUI","Western Ill.",39,40,43,28,82,68,"Horizon","Summit",0.937192125523143,0.60395463804964
"3763",2018-12-15,10,"away","Nicholls St.","Boston U.",26,39,37,36,63,75,"Southland","Patriot",0.0246443116114674,0.67994539371077
"3764",2018-12-15,10,"home","Boston U.","Nicholls St.",39,26,36,37,75,63,"Patriot","Southland",0.986171479979192,0.67994539371077
"3765",2018-12-15,11,"away","Ohio","Detroit Mercy",36,30,27,31,63,61,"MAC","Horizon",0.853583170616297,0.458197183359906
"3766",2018-12-15,11,"home","Detroit Mercy","Ohio",30,36,31,27,61,63,"Horizon","MAC",0.208583459124438,0.458197183359906
"3767",2018-12-15,12,"away","Southeast Mo. St.","The Citadel",35,41,39,45,74,86,"OVC","SoCon",0.0637879970176608,0.633054892395674
"3768",2018-12-15,12,"home","The Citadel","Southeast Mo. St.",41,35,45,39,86,74,"SoCon","OVC",0.958778361782935,0.633054892395674
"3769",2018-12-15,13,"away","Notre Dame","Purdue",36,29,52,51,88,80,"ACC","Big Ten",0.937892548423872,0.586824195054053
"3770",2018-12-15,13,"home","Purdue","Notre Dame",29,36,51,52,80,88,"Big Ten","ACC",0.109343178818437,0.586824195054053
"3771",2018-12-15,14,"away","UMES","Pittsburgh",17,38,26,40,43,78,"MEAC","ACC",4.0392457402195e-06,0.707103384538023
"3772",2018-12-15,14,"home","Pittsburgh","UMES",38,17,40,26,78,43,"ACC","MEAC",0.999999235653968,0.707103384538023
"3773",2018-12-15,15,"away","Ky. Christian","Liberty",24,47,31,49,55,96,NA,"ASUN",2.1159769828229e-06,0.70710480733585
"3774",2018-12-15,15,"home","Liberty","Ky. Christian",47,24,49,31,96,55,"ASUN",NA,0.999999324529518,0.70710480733585
"3775",2018-12-15,16,"away","Rutgers","Seton Hall",25,34,41,38,66,72,"Big Ten","Big East",0.102360474051276,0.592569655486629
"3776",2018-12-15,16,"home","Seton Hall","Rutgers",34,25,38,41,72,66,"Big East","Big Ten",0.939342240180496,0.592569655486629
"3777",2018-12-15,17,"away","Jacksonville St.","Evansville",30,22,25,28,55,50,"OVC","MVC",0.939108154391258,0.583546216502447
"3778",2018-12-15,17,"home","Evansville","Jacksonville St.",22,30,28,25,50,55,"MVC","OVC",0.115669132723608,0.583546216502447
"3779",2018-12-15,18,"away","NC State","Penn St.",40,37,49,41,89,78,"ACC","Big Ten",0.940138244551092,0.581412600276106
"3780",2018-12-15,18,"home","Penn St.","NC State",37,40,41,49,78,89,"Big Ten","ACC",0.120106676232253,0.581412600276106
"3781",2018-12-15,19,"away","Southern Ill.","Buffalo",28,33,37,40,65,73,"MVC","MAC",0.119120407304785,0.577484781277332
"3782",2018-12-15,19,"home","Buffalo","Southern Ill.",33,28,40,37,73,65,"MAC","MVC",0.934073045091786,0.577484781277332
"3783",2018-12-15,20,"away","Western Mich.","Michigan",28,30,34,40,62,70,"MAC","Big Ten",0.140734179303276,0.542024896119291
"3784",2018-12-15,20,"home","Michigan","Western Mich.",30,28,40,34,70,62,"Big Ten","MAC",0.905855957320128,0.542024896119291
"3785",2018-12-15,21,"away","Marshall","Akron",42,36,33,38,75,74,"C-USA","MAC",0.837876809856554,0.415822270423494
"3786",2018-12-15,21,"home","Akron","Marshall",36,42,38,33,74,75,"MAC","C-USA",0.257621325316547,0.415822270423494
"3787",2018-12-15,22,"away","ETSU","Illinois",18,43,37,30,55,73,"SoCon","Big Ten",0.000397347751559633,0.706454557142349
"3788",2018-12-15,22,"home","Illinois","ETSU",43,18,30,37,73,55,"Big Ten","SoCon",0.999474955501791,0.706454557142349
"3789",2018-12-15,23,"away","Youngstown St.","Binghamton",26,17,32,31,58,48,"Horizon","AE",0.980675043273525,0.665770299694919
"3790",2018-12-15,23,"home","Binghamton","Youngstown St.",17,26,31,32,48,58,"AE","Horizon",0.0393465568023434,0.665770299694919
"3791",2018-12-15,24,"away","Dartmouth","Albany (NY)",25,34,36,18,61,52,"Ivy","AE",0.787197966143721,0.376813339667385
"3792",2018-12-15,24,"home","Albany (NY)","Dartmouth",34,25,18,36,52,61,"AE","Ivy",0.256062259594384,0.376813339667385
"3793",2018-12-15,25,"away","Pepperdine","Southern Utah",30,36,34,28,69,78,"WCC","Big Sky",0.157163141794472,0.527934088933559
"3794",2018-12-15,25,"home","Southern Utah","Pepperdine",36,30,28,34,78,69,"Big Sky","WCC",0.90146891649774,0.527934088933559
"3795",2018-12-15,26,"away","Robert Morris","Rider",23,36,27,33,50,69,"NEC","MAAC",0.00493376149559483,0.702584158232342
"3796",2018-12-15,26,"home","Rider","Robert Morris",36,23,33,27,69,50,"MAAC","NEC",0.998531763172767,0.702584158232342
"3797",2018-12-15,27,"away","Radford","Clemson",30,31,36,43,66,74,"Big South","ACC",0.166283058977127,0.520259296954783
"3798",2018-12-15,27,"home","Clemson","Radford",31,30,43,36,74,66,"ACC","Big South",0.899127472547583,0.520259296954783
"3799",2018-12-15,28,"away","UC Santa Barbara","Rice",32,39,45,38,99,89,"Big West","C-USA",0.830548113672243,0.43941679626407
"3800",2018-12-15,28,"home","Rice","UC Santa Barbara",39,32,38,45,89,99,"C-USA","Big West",0.210474413243491,0.43941679626407
"3801",2018-12-15,29,"away","SFA","La.-Monroe",27,40,31,34,58,74,"Southland","Sun Belt",0.0107761639758995,0.695750249850647
"3802",2018-12-15,29,"home","La.-Monroe","SFA",40,27,34,31,74,58,"Sun Belt","Southland",0.994700362273064,0.695750249850647
"3803",2018-12-15,30,"away","Butler","Indiana",38,34,30,37,68,71,"Big East","Big Ten",0.390064260558493,0.256323989932487
"3804",2018-12-15,30,"home","Indiana","Butler",34,38,37,30,71,68,"Big Ten","Big East",0.731551551513607,0.256323989932487
"3805",2018-12-15,31,"away","UNCW","Furman",23,40,27,53,50,93,"CAA","SoCon",1.7110372174966e-06,0.707103540131209
"3806",2018-12-15,31,"home","Furman","UNCW",40,23,53,27,93,50,"SoCon","CAA",0.999997127492126,0.707103540131209
