"","Date","Id","Site","School","Opp","H1","Opp.H1","H2","Opp.H2","Final","Opp.Final","Conference","Opp.Conf","WWt","WWt.game"
"1295",2018-11-16,69,"away","Spalding","Murray St.",13,62,23,44,36,106,NA,"OVC",3.52409772756416e-19,0.707106781186548
"1296",2018-11-16,69,"home","Murray St.","Spalding",62,13,44,23,106,36,"OVC",NA,1,0.707106781186548
"1297",2018-11-16,70,"away","Louisiana","Kansas",41,44,35,45,76,89,"Sun Belt","Big 12",0.0910304828529896,0.6105572370708
"1298",2018-11-16,70,"home","Kansas","Louisiana",44,41,45,35,89,76,"Big 12","Sun Belt",0.953347630173656,0.6105572370708
"1299",2018-11-16,71,"away","Chattanooga","South Alabama",22,37,32,36,54,73,"SoCon","Sun Belt",0.00396260877699604,0.703429525252837
"1300",2018-11-16,71,"home","South Alabama","Chattanooga",37,22,36,32,73,54,"Sun Belt","SoCon",0.998758462089725,0.703429525252837
"1301",2018-11-16,72,"away","Norfolk St.","Siena",31,26,27,35,58,61,"MEAC","MAAC",0.421147439560984,0.240041019786099
"1302",2018-11-16,72,"home","Siena","Norfolk St.",26,31,35,27,61,58,"MAAC","MEAC",0.726720014317576,0.240041019786099
"1303",2018-11-16,73,"away","Princeton","Lehigh",26,28,31,44,57,72,"Ivy","Patriot",0.0510079011874063,0.648339916068291
"1304",2018-11-16,73,"home","Lehigh","Princeton",28,26,44,31,72,57,"Patriot","Ivy",0.967707966546755,0.648339916068291
